#{"t_start": 1764086773.4055269, "env_id": "None"}
r,l,t
8.167101,12,76.986414
-25.769972,60,77.06072
-23.639367,60,77.130659
-27.4727,60,77.175895
-19.461721,60,77.248094
-18.014753,60,77.320285
-23.080341,60,77.406029
-30.368782,60,77.480769
-27.219167,60,77.564313
-28.133894,60,77.644412
6.860804,17,77.6524
0.713814,47,77.721836
6.186474,15,77.727786
6.505567,18,77.78109
-19.641892,60,77.851892
-20.488657,60,77.921386
0.588376,37,77.935194
-25.113241,60,78.016136
-14.62261,59,78.087409
-8.348519,60,78.181953
-22.344998,60,78.250914
-5.130626,59,78.331585
8.764972,7,78.334347
-20.84855,60,78.408089
-24.930632,60,78.475061
0.641835,33,78.486951
7.245137,15,78.49279
-26.392722,60,78.571668
-0.55534,36,78.648213
1.551935,32,78.658214
-1.124844,41,78.724132
7.879123,12,78.728136
-25.288827,60,78.851808
5.457417,19,78.944906
-4.719389,37,78.962904
-30.171433,60,79.037503
9.226393,5,79.039498
-23.205975,60,79.11306
3.122419,27,79.122097
-21.80832,60,79.189303
-23.544217,60,79.258136
-20.452935,60,79.33131
-22.07836,60,79.405778
-23.191144,60,79.503715
-36.630321,60,79.576205
-30.271772,60,79.669105
5.552182,20,79.678084
-11.318973,51,79.776451
-23.296112,60,79.868253
-19.638367,60,79.976375
8.93355,6,79.978377
-21.840709,60,80.102747
-30.61183,60,80.196951
8.614916,9,80.199946
-20.926915,60,80.310427
-19.485801,60,80.380983
-29.008523,60,80.459374
-16.266957,60,80.544794
6.992891,15,80.549785
5.560962,16,80.555781
-20.621143,60,80.64042
8.11568,13,80.727281
-25.656676,60,80.75749
3.337041,27,80.870664
-1.475365,33,80.896681
-22.832217,60,81.036185
-24.030565,60,81.164284
-24.613452,60,81.260338
3.789075,25,81.352847
3.473229,28,81.363764
-27.013283,60,81.489447
7.995022,15,81.494446
7.217323,16,81.500746
0.820512,38,81.581285
8.972129,8,81.585867
-29.384463,60,81.684471
-28.429165,60,81.799793
-17.492541,60,81.885314
5.102118,21,81.904909
1.377097,26,81.979307
9.728579,3,81.981045
9.77,3,81.983348
-19.910639,60,82.092497
-24.811703,60,82.421314
-20.303425,60,82.519356
-22.627711,60,82.649251
9.99,1,82.650269
5.947488,19,82.735997
-16.054838,60,82.824351
-24.217297,60,82.844891
-30.613321,60,82.96484
-15.983811,60,83.069314
9.728579,3,83.072313
-26.564915,60,83.184613
9.77,3,83.185611
9.88,2,83.186613
-20.18078,60,83.263462
-21.713274,60,83.346679
-28.866098,60,83.432254
-24.147586,60,83.520324
-13.703728,60,83.59895
9.77,3,83.59995
-18.357454,60,83.676195
-15.613525,60,83.76434
8.882129,7,83.767546
3.488573,29,83.838108
-23.350108,60,83.906192
-25.035264,60,83.926239
1.199506,25,83.99294
5.490384,23,84.000781
-24.357074,60,84.091286
5.998165,13,84.104339
9.67,3,84.105051
4.947045,21,84.176328
-2.616023,56,84.289904
-21.104953,60,84.392591
-20.940618,60,84.417585
-20.867422,60,84.511814
-16.237843,60,84.618553
-16.123067,60,84.716257
9.99,1,84.717038
-8.88965,50,84.819174
-26.505846,60,84.894969
-22.88546,60,85.003788
5.674146,27,85.015775
-23.725656,60,85.09212
-26.973437,60,85.162536
0.618347,30,85.222853
-21.582673,60,85.31244
9.33,7,85.316436
-26.939239,60,85.40735
3.959803,28,85.416349
7.219944,15,85.42238
-10.672484,57,85.492078
6.31542,14,85.547534
-24.44226,60,85.570349
-23.114364,60,85.644949
-22.519104,60,85.723612
4.387012,20,85.793181
8.229286,14,85.798157
9.77,3,85.799165
2.083943,29,85.812795
9.12355,7,85.814793
-5.125702,45,85.890862
9.77,3,85.891862
6.945567,14,85.898859
-23.901587,60,85.999801
7.789887,15,86.082871
9.058744,6,86.087928
-34.225321,60,86.174138
-21.876696,60,86.246039
-26.708195,60,86.33472
8.475736,10,86.339754
-24.931864,60,86.426685
-5.763045,44,86.450387
-24.615044,60,86.588905
-17.393685,60,86.665365
-16.189435,60,86.748992
3.294521,28,86.828768
-22.968723,60,86.865341
-19.161185,60,86.965649
-5.721238,52,87.061323
-31.473851,60,87.139359
-17.431571,60,87.205998
-28.356888,60,87.283878
-20.580703,60,87.399337
-2.455612,34,87.473407
8.194916,11,87.479407
-21.551671,60,87.573272
4.788004,22,87.583821
7.920331,10,87.58717
-24.567026,60,87.665612
-24.641277,60,87.748675
8.224972,11,87.752671
9.174972,6,87.75467
1.521963,43,87.825822
5.81692,15,87.830829
9.88,2,87.831823
6.051474,19,87.838852
-25.148792,60,87.931037
9.99,1,87.932589
9.88,2,87.933638
-14.342726,60,88.00599
-12.848746,60,88.078163
-20.560348,60,88.184164
-20.616177,60,88.256554
7.099944,17,88.262669
3.637477,30,88.331164
-1.525513,44,88.446391
1.250672,31,88.457396
-26.772319,60,88.547343
2.024185,33,88.641441
6.374212,16,88.648441
7.927045,13,88.653444
8.318522,11,88.657444
-3.306938,51,88.72522
-24.109629,60,88.812156
-22.478456,60,88.893039
-24.569619,60,88.980852
9.67,3,88.982855
-35.130654,60,89.071718
-22.121356,60,89.148015
-21.772002,60,89.22591
5.763631,15,89.233532
9.728579,3,89.23558
-19.684365,60,89.323627
-34.988034,60,89.407014
-29.319989,60,89.493196
9.098579,6,89.5002
9.88,2,89.503603
