#{"t_start": 1764081868.5235157, "env_id": "None"}
r,l,t
-41.85,32,18.259028
-30.9,25,18.268214
-35.2,28,18.290699
-30.25,21,18.298688
-36.5,26,18.309077
-43.8,37,18.33054
-43.05,32,18.355413
-33.45,24,18.364996
-37.55,31,18.377589
-42.95,35,18.400103
-30.15,24,18.409105
-27.93,20,18.426371
-43.75,35,18.441441
-35.0,25,18.46937
-32.35,26,18.479287
-29.73,22,18.486354
-31.45,22,18.502484
-34.65,23,18.511493
-22.118,18,18.518229
-30.3,24,18.536216
-31.4,24,18.545221
-28.5,26,18.555227
-33.615,28,18.576196
-26.9,21,18.584114
-28.275,24,18.60117
-31.75,24,18.610173
-32.15,24,18.620018
-27.23,20,18.634877
-35.65,27,18.644809
-33.35,25,18.652836
-46.05,33,18.672121
-27.98,21,18.680365
-30.6,24,18.700397
-29.5,21,18.709872
-30.6,24,18.72153
-35.1,26,18.744284
-39.05,32,18.757319
-31.38,23,18.774911
-37.75,29,18.784902
-35.25,27,18.802873
-29.25,22,18.811917
-34.35,24,18.821263
-35.0,26,18.844194
-32.5,27,18.853956
-33.35,27,18.86412
-31.15,25,18.883854
-31.65,24,18.89185
-30.73,22,18.907246
-33.45,27,18.917183
-41.45,32,18.938831
-41.15,31,18.950933
-36.7,29,18.96094
-28.1,20,18.976211
-31.05,26,18.986161
-21.53,16,18.991219
-37.95,30,19.011481
-29.65,24,19.019863
-30.1,22,19.036919
-29.08,23,19.045993
-31.6,27,19.05511
-27.68,18,19.073475
-41.5,35,19.085479
-36.4,29,19.103938
-34.3,28,19.114944
-32.95,25,19.136041
-33.05,23,19.146432
-28.33,20,19.15461
-30.9,25,19.18289
-30.35,23,19.201449
-28.6,24,19.21346
-26.6,22,19.241706
-40.05,31,19.254841
-34.3,28,19.278877
-32.73,23,19.343879
-26.65,21,19.367454
-29.65,22,19.40756
-31.05,26,19.418069
-33.35,23,19.428871
-32.35,26,19.448472
-35.15,27,19.460732
-31.2,24,19.47963
-33.5,26,19.490652
-27.015,22,19.500653
-35.4,27,19.519807
-33.4,26,19.533272
-33.25,26,19.552415
-29.15,23,19.562665
-33.15,24,19.572048
-22.2055,14,19.583068
-29.75,23,19.597049
-30.0,23,19.605104
-31.3,26,19.624677
-30.05,23,19.632682
-39.3,31,19.64327
-26.73,19,19.658311
-27.63,19,19.667334
-29.65,22,19.676323
-30.2,24,19.692422
-34.95,26,19.702487
-35.15,24,19.720215
-31.25,22,19.730252
-26.25,21,19.739211
-31.95,26,19.759164
-29.7,22,19.769041
-31.1,25,19.779249
-29.23,20,19.798643
-30.25,23,19.81198
-30.5,25,19.821842
-28.9,21,19.844725
-30.25,25,19.860044
-32.15,24,19.885625
-27.6,21,19.899699
-27.55,21,19.910831
-29.4,22,19.937461
-28.23,19,19.948683
-31.8,25,19.960799
-30.85,19,19.982423
-32.05,24,19.997003
-26.8,22,20.004994
-35.4,29,20.02572
-34.8,24,20.034724
-33.5,28,20.052845
-32.05,26,20.062846
-25.6,21,20.071709
-28.03,18,20.092685
-30.6,23,20.106718
-30.15,22,20.115716
-27.45,20,20.134296
-33.05,27,20.149281
-34.0,26,20.176203
-29.6,22,20.202687
-30.95,22,20.21478
-29.6,25,20.22783
-26.85,21,20.245831
-36.05,27,20.255883
-27.95,20,20.271227
-28.55,22,20.284525
-32.05,22,20.298537
-28.6,20,20.316685
-26.63,18,20.329869
-26.7,21,20.338289
-28.65,23,20.352357
-32.35,24,20.380342
-24.63,16,20.387337
-29.3,23,20.401418
-26.9,21,20.42095
-29.3,23,20.432444
-31.35,21,20.442448
-28.25,23,20.462434
-30.7,23,20.47102
-26.75,21,20.487498
-32.3,24,20.498043
-27.7,22,20.50948
-30.75,24,20.529071
-27.08,18,20.53759
-28.35,22,20.546634
-26.18,18,20.562301
-28.65,19,20.57097
-30.45,25,20.584046
-29.0,24,20.60387
-28.8,22,20.618672
-28.75,20,20.62866
-28.43,19,20.647303
-28.85,22,20.659235
-29.5,24,20.669827
-33.7,24,20.6877
-25.65,20,20.69872
-26.15,20,20.706751
-28.1,23,20.724166
-29.0,22,20.732141
-29.9,22,20.741146
-27.2,22,20.765411
-31.2,25,20.776327
-27.2,22,20.800292
-27.5,22,20.833507
-27.85,22,20.848433
-31.0,24,20.857605
-28.35,22,20.887196
-27.33,17,20.895784
-31.1,25,20.908813
-27.15,21,20.931954
-27.55,21,20.94096
-27.55,21,20.95098
-29.1,23,20.972627
-28.8,22,20.982782
-26.83,18,20.994236
-29.7,23,21.016671
-28.7,21,21.031114
-26.05,21,21.043243
-24.6,20,21.061952
-30.8,26,21.075542
-26.7,21,21.086188
-28.2,21,21.106261
-30.8,26,21.11728
-30.75,24,21.137865
-26.3,20,21.14887
-26.4,21,21.159312
-26.5,20,21.176708
-31.0,24,21.186722
-28.15,22,21.200953
-26.5,20,21.218623
-27.23,18,21.226354
-26.95,20,21.234375
-26.45,21,21.243361
-27.45,22,21.259564
-25.9,20,21.267057
-29.1,23,21.284307
-29.8,23,21.293357
-27.3,21,21.301791
-27.9,22,21.321525
-28.75,20,21.32959
-29.25,24,21.338591
-28.95,23,21.353734
-29.8,23,21.364742
-29.35,23,21.374134
-25.45,20,21.392824
-29.05,21,21.400848
-29.95,21,21.409558
-25.9,20,21.427122
-28.2,21,21.434123
-27.35,21,21.443583
-27.95,21,21.464591
-30.3,22,21.472674
-27.4,20,21.480708
-27.9,22,21.50018
-28.7,21,21.512448
-29.05,21,21.522251
-28.7,21,21.539647
-27.55,21,21.548769
-29.65,22,21.558822
-26.6,20,21.579074
-25.85,20,21.58702
-28.75,22,21.600449
-34.6,26,21.62434
-28.9,21,21.642751
-26.3,20,21.65101
-29.55,23,21.670322
-27.0,20,21.681376
-26.65,21,21.690253
-27.45,20,21.708278
-26.0,21,21.717125
-28.9,21,21.725127
-25.9,20,21.744652
-26.1,20,21.752696
-27.7,22,21.760695
-27.85,22,21.776362
-27.55,20,21.783455
-24.85,20,21.791447
-30.45,23,21.807549
-26.7,21,21.816484
-27.75,20,21.823482
-25.78,17,21.829499
-28.6,22,21.845526
-26.7,21,21.853812
-26.15,20,21.862265
-27.4,20,21.877305
-25.25,20,21.884272
-28.5,20,21.89252
-27.8,21,21.907935
-27.05,20,21.914931
-25.2,20,21.922497
-25.95,20,21.937353
-28.6,22,21.94535
-27.7,21,21.956965
-27.25,20,21.97234
-28.85,21,21.980324
-29.4,20,21.987327
-25.8,21,22.004475
-28.1,22,22.013217
-27.25,22,22.020956
-25.95,20,22.035103
-25.25,20,22.043098
-29.2,22,22.052209
-32.25,22,22.07196
-28.3,20,22.080004
-28.3,20,22.087009
-25.9,20,22.093872
-30.0,20,22.120562
-28.9,23,22.129575
-25.4,20,22.137563
-26.75,20,22.166223
-26.1,20,22.180763
-25.2,20,22.188739
-26.1,20,22.203853
-30.2,21,22.213852
-27.3,21,22.221698
-29.05,21,22.238698
-28.45,21,22.2467
-25.65,20,22.254827
-26.5,20,22.272338
-25.5,20,22.281784
-29.6,23,22.290236
-27.95,21,22.308571
-26.4,20,22.317322
-29.45,22,22.326328
-24.8,20,22.346808
-28.9,21,22.355936
-26.5,21,22.362928
-25.2,20,22.388663
-26.25,21,22.398896
-28.6,21,22.409169
-25.25,20,22.430126
-26.6,20,22.438127
-25.45,20,22.447045
-28.25,21,22.46799
-27.6,20,22.475979
-25.85,20,22.483991
-28.05,21,22.491986
-26.75,20,22.509469
-28.2,21,22.522585
-26.7,21,22.536708
-26.3,20,22.556891
-25.45,20,22.565423
-25.0,20,22.572464
-27.45,20,22.590824
-26.8,22,22.605998
-27.55,21,22.617462
-29.0,20,22.635155
-27.45,20,22.643811
-28.35,22,22.651833
-26.0,21,22.671715
-27.4,22,22.680714
-28.25,23,22.688727
-27.0,20,22.705903
-32.2,26,22.713901
-29.3,21,22.723043
-25.85,20,22.737604
-28.2,21,22.745615
-27.0,20,22.752629
-27.3,21,22.767243
-28.45,21,22.776233
-25.0,20,22.783601
-26.5,20,22.798573
-25.5,20,22.805608
-33.9,25,22.814608
-24.8,20,22.832577
-27.85,20,22.841586
-28.25,23,22.849712
-26.3,20,22.871695
-30.0,21,22.879174
-25.6,20,22.886178
-29.5,23,22.902077
-27.35,21,22.913082
-30.2,21,22.920778
-26.95,20,22.942301
-27.25,20,22.949609
-27.3,20,22.95867
-27.05,22,22.983735
-29.75,23,22.992858
-30.4,24,23.00103
-25.25,20,23.017446
-26.75,20,23.0254
-28.5,20,23.031409
-30.0,25,23.054983
-27.25,20,23.064642
-25.3,20,23.072036
-27.75,21,23.08952
-29.25,24,23.098567
-27.5,21,23.106693
-30.85,26,23.123605
-25.85,20,23.130723
-27.3,21,23.13872
-29.05,21,23.155011
-28.15,22,23.163188
-27.3,19,23.170043
-26.55,20,23.188469
-25.0,20,23.195463
-29.65,22,23.203635
-26.0,21,23.219223
-27.1,21,23.226189
-25.6,20,23.233464
-25.45,20,23.249009
-26.4,20,23.256128
-26.85,20,23.263407
-25.45,20,23.278151
-26.7,21,23.286277
-25.85,21,23.293226
-25.5,20,23.300336
-26.05,21,23.316011
-28.9,21,23.32301
-28.7,23,23.333049
-25.5,20,23.346695
-27.7,20,23.354861
-27.65,20,23.360861
-26.65,21,23.378212
-25.45,20,23.385392
-26.45,21,23.394392
-28.85,20,23.413246
-25.9,20,23.421453
-28.05,23,23.429536
-25.2,20,23.44656
-29.65,22,23.454745
-29.75,24,23.462739
-26.65,21,23.479759
-27.6,21,23.487128
-25.85,20,23.494128
-27.25,22,23.509182
-28.6,22,23.517639
-27.15,21,23.525638
-28.65,21,23.541724
-26.8,20,23.549727
-30.6,21,23.556894
-24.8,20,23.575686
-25.05,20,23.582683
-31.65,21,23.590644
-27.75,21,23.606295
-25.0,20,23.613588
-26.1,20,23.620429
-27.1,21,23.637456
-28.4,23,23.645629
-26.8,20,23.652666
-29.1,21,23.666642
-26.75,20,23.673785
-25.7,20,23.683737
-26.75,20,23.698784
-27.4,20,23.706654
-30.7,23,23.715309
-26.45,21,23.733111
-29.8,23,23.741732
-31.1,25,23.750948
-27.85,20,23.766185
-28.1,20,23.774314
-26.3,20,23.782204
-28.5,20,23.799186
-27.25,22,23.809239
-26.55,20,23.81823
-25.5,20,23.833224
-29.5,24,23.843227
-27.6,20,23.850266
-33.25,28,23.870865
-28.25,21,23.880481
-25.05,20,23.893475
-31.25,20,23.913509
-26.0,21,23.923699
-26.65,21,23.931024
-30.1,20,23.946023
-25.2,21,23.954056
-26.2,21,23.963062
-26.15,20,23.993299
-26.9,21,24.015944
-26.35,20,24.036
-25.8,21,24.047004
-27.45,20,24.064204
-27.75,21,24.072781
-27.45,20,24.080555
-26.2,21,24.095855
-27.0,20,24.10389
-26.75,20,24.110893
-25.1,20,24.126373
-27.55,21,24.134374
-28.1,22,24.14306
-28.5,20,24.157234
-25.4,20,24.165408
-27.75,21,24.173333
-26.65,21,24.193335
-27.5,21,24.201372
-27.35,21,24.209361
-25.5,20,24.224113
-25.5,20,24.232129
-26.6,20,24.24012
-28.1,22,24.257265
-26.55,20,24.265811
-26.6,20,24.273862
-27.6,23,24.289542
-27.6,20,24.297557
-24.8,20,24.305578
-38.45,22,24.433092
-45.2,39,24.451118
-50.3,38,24.481173
-42.75,36,24.503228
-49.0,42,24.518894
-44.45,32,24.538909
-36.2,28,24.548895
-40.25,29,24.572256
-38.95,33,24.591821
-54.1,48,24.625773
-43.03,35,24.642894
-46.5,36,24.669545
-45.2,38,24.693899
-53.95,48,24.715486
-29.71,19,24.730376
-50.25,42,24.747988
-60.15,52,24.777769
-41.81,30,24.795903
-26.28,17,24.803894
-28.583,18,24.810019
-50.1,40,24.831685
-42.65,35,24.84369
-63.48,56,24.870562
-42.5,35,24.890149
-50.35,40,24.903206
-44.65,37,24.927557
-44.6,38,24.948725
-43.6,35,24.959886
-37.83,29,24.977049
-38.565,31,24.987919
-45.85,36,25.011774
-44.05,37,25.03192
-47.3,38,25.05269
-46.78,36,25.065329
-51.25,39,25.086596
-34.85,25,25.094608
-39.35,33,25.117484
-40.074,34,25.131561
-43.1,37,25.153245
-45.45,38,25.175002
-40.05,35,25.188174
-53.25,42,25.21156
-46.75,39,25.224427
-54.25,42,25.251568
-43.9,39,25.273946
-53.3,44,25.289419
-55.5,49,25.31496
-43.15,37,25.335753
-55.7,50,25.354138
-27.46,20,25.370733
-42.9,37,25.384529
-47.13,38,25.409101
-39.0,32,25.421891
-53.1,47,25.457414
-50.15,40,25.481406
-18.81,8,25.484455
-37.903,33,25.496462
-50.4,45,25.528075
-38.78,30,25.557854
-60.05,48,25.578022
-42.25,30,25.613006
-45.3,38,25.639468
-33.218,30,25.665963
-41.35,34,25.682751
-31.4635,25,25.713071
-45.75,35,25.729981
-35.48,28,25.750904
-52.55,45,25.770388
-40.38,31,25.791899
-43.63,34,25.811955
-41.15,34,25.834646
-42.2,26,25.844893
-49.7,42,25.8717
-42.18,34,25.895808
-48.25,33,25.909851
-30.033,21,25.918689
-45.675,40,25.947028
-31.23,24,25.958586
-51.85,43,25.993814
-51.85,45,26.034163
-27.7345,18,26.042137
-48.6,38,26.070228
-52.3,44,26.086242
-49.45,44,26.117662
-47.5,42,26.152384
-37.7,32,26.164962
-43.7,36,26.190676
-40.53,30,26.212852
-40.55,32,26.242529
-41.45,35,26.254556
-43.48,33,26.277861
-45.8,35,26.292856
-49.3,37,26.318209
-53.15,43,26.343921
-61.4,53,26.362972
-47.35,41,26.386009
-45.0,37,26.407367
-39.6,35,26.419935
-50.9,42,26.44451
-41.6,34,26.460146
-51.0,46,26.491225
-40.65,36,26.525543
-49.45,42,26.541319
-40.2,33,26.564956
-44.68,39,26.578618
-56.15,43,26.603761
-52.75,40,26.62542
-53.6,45,26.640449
-59.7,44,26.667099
-32.83,24,26.683379
-45.75,39,26.697342
-46.8,40,26.722899
-47.2,35,26.733904
-46.6,32,26.765242
-47.9,40,26.779507
-56.75,49,26.809568
-34.55,28,26.827338
-46.03,34,26.840401
-33.3755,23,26.856313
-44.7,37,26.873497
-41.95,31,26.894966
-40.23,31,26.906054
-50.7,43,26.930603
-63.63,55,26.960655
-35.215,26,26.97093
-34.78,26,26.980675
-45.7,32,27.00264
-50.3,45,27.036067
-47.35,41,27.056258
-39.815,34,27.089197
-45.2,36,27.105327
-44.85,35,27.141869
-38.65,33,27.161898
-51.95,38,27.193388
-53.1,41,27.226346
-36.1575,32,27.263382
-37.33,25,27.284961
-38.58,27,27.293953
-40.0,33,27.305166
-54.3,40,27.328744
-38.6785,33,27.349744
-54.25,44,27.365319
-43.65,34,27.384897
-40.53,31,27.394917
-42.3,35,27.416366
-47.1,38,27.430363
-38.13,31,27.449364
-44.8,30,27.461775
-43.05,38,27.481355
-41.4,35,27.499444
-46.6,38,27.513611
-48.7,38,27.534753
-57.55,46,27.549881
-41.25,36,27.571331
-57.5,48,27.594327
-35.85,25,27.603437
-41.7,36,27.622972
-31.28,24,27.632288
-36.93,26,27.649108
-32.25,26,27.658272
-43.615,39,27.681868
-35.58,21,27.689723
-41.5,36,27.702361
-38.28,31,27.720346
-42.35,36,27.733524
-48.2,44,27.760897
-56.5,51,27.789785
-37.38,29,27.799729
-40.68,31,27.818556
-54.4,49,27.842906
-47.975,42,27.861515
-40.88,31,27.880421
-49.815,44,27.895448
-26.486,17,27.909504
-30.61,16,27.915106
-40.05,35,27.936586
-46.05,41,27.950663
-43.7,38,27.975127
-50.8,46,28.003101
-40.5,23,28.012103
-24.078,12,28.016244
-40.25,35,28.036504
-45.6,39,28.049523
-42.7,40,28.076561
-48.65,41,28.09055
-40.9,34,28.109962
-52.75,44,28.134524
-47.6,41,28.149525
-42.65,35,28.175499
-47.25,38,28.192698
-43.3,38,28.223346
-40.25,30,28.286604
-41.65,36,28.308659
-49.3,43,28.339079
-40.8,32,28.351112
-42.15,31,28.384409
-46.63,38,28.398184
-22.948,15,28.413291
-38.43,32,28.42497
-26.495,21,28.433949
-36.7,31,28.453001
-39.83,30,28.464957
-39.4,34,28.488937
-29.095,23,28.498007
-32.83,27,28.514764
-48.6,37,28.528018
-32.4,24,28.543019
-34.715,31,28.554158
-34.93,25,28.571171
-43.615,38,28.586723
-40.05,35,28.610934
-35.2,31,28.622399
-34.05,29,28.641369
-32.56,21,28.652096
-36.83,27,28.664708
-40.8,31,28.689874
-42.5195,35,28.70949
-41.25,32,28.736817
-28.768,26,28.751635
-34.3,29,28.776684
-34.475,30,28.792238
-45.0,39,28.81577
-40.318,36,28.833951
-44.55,38,28.858031
-50.55,42,28.883161
-35.38,27,28.897005
-42.95,36,28.935204
-40.35,34,28.960221
-38.11,27,28.99264
-42.05,37,29.007685
-47.85,40,29.031292
-44.7,36,29.044376
-38.025,37,29.068974
-39.115,33,29.082094
-48.5,36,29.104225
-40.55,33,29.117009
-43.53,35,29.141687
-50.7,45,29.166462
-34.274,27,29.176608
-48.3,39,29.201617
-40.7,30,29.211708
-40.55,30,29.229876
-43.0,34,29.241778
-49.85,39,29.264786
-38.45,31,29.275503
-55.0,46,29.300406
-51.3,43,29.322069
-43.2,37,29.335063
-38.8,22,29.351162
-40.93,31,29.362436
-45.05,36,29.387964
-34.98,27,29.398099
-42.95,35,29.418079
-32.63,30,29.429291
-55.5,46,29.456184
-28.71,20,29.463182
-35.85,31,29.483252
-41.15,35,29.495219
-32.1,26,29.512579
-46.58,39,29.526256
-31.745,26,29.541514
-45.4545,35,29.553715
-48.95,38,29.573358
-29.66,20,29.580778
-52.85,44,29.604752
-38.35,32,29.61644
-39.33,28,29.633615
-48.65,41,29.648198
-51.65,43,29.678124
-30.7105,19,29.685158
-41.6,33,29.73356
-42.23,33,29.756124
-49.35,43,29.790601
-42.95,37,29.841044
-43.75,34,29.854069
-43.1,33,29.893519
-39.05,32,29.908221
-34.4,28,29.940664
-43.6,27,29.950713
-49.9,42,29.983347
-42.5,35,29.997334
-39.95,34,30.023202
-32.33,22,30.03316
-43.6,35,30.077041
-40.25,25,30.089086
-50.6,46,30.134887
-51.9,39,30.159566
-44.3,34,30.191233
-51.3545,41,30.219595
-24.9735,13,30.224591
-33.675,27,30.236521
-42.1,32,30.265447
-45.0,38,30.28841
-38.53,28,30.314644
-32.2285,27,30.331531
-23.3845,18,30.341529
-56.4,48,30.381255
-34.05,17,30.388244
-42.9,37,30.417529
-40.58,32,30.455798
-47.13,39,30.49455
-33.3,23,30.507603
-34.53,28,30.537419
-45.9,38,30.568225
-32.565,22,30.599438
-34.45,29,30.611475
-46.35,35,30.642894
-38.58,30,30.659814
-46.85,38,30.690253
-42.55,36,30.704296
-43.6,36,30.734476
-31.08,23,30.753418
-42.69,38,30.786913
-42.35,34,30.812123
-43.95,37,30.860179
-34.08,22,30.868171
-23.778,11,30.895268
-41.05,36,30.91033
-34.48,25,30.962702
-44.75,34,30.976718
-48.7,39,31.03244
-42.88,31,31.043316
-51.18,41,31.070321
-46.8,40,31.084378
-44.3,37,31.109761
-37.83,29,31.125559
-24.148,16,31.143125
-45.3,35,31.157061
-38.48,28,31.17925
-53.75,47,31.196297
-40.45,35,31.22174
-42.35,36,31.244776
-44.9,39,31.259474
-44.83,35,31.288365
-39.0,32,31.299417
-40.95,28,31.323268
-45.45,40,31.337466
-41.6,35,31.360951
-44.48,35,31.373397
-44.95,37,31.398964
-40.8,30,31.410087
-43.85,39,31.435627
-41.315,38,31.467407
-33.165,29,31.479372
-47.4,39,31.512447
-42.55,36,31.533991
-43.8,37,31.571126
-22.8465,13,31.577178
-42.25,35,31.604579
-47.45,40,31.62209
-49.9,37,31.648655
-30.53,23,31.66273
-30.2695,21,31.675911
-34.795,28,31.703813
-44.0,35,31.721733
-60.15,54,31.763714
-24.527,16,31.796965
-27.93,27,31.823224
-43.35,27,31.83423
-25.71,17,31.852623
-37.48,31,31.87016
-47.0,37,31.89886
-38.03,29,31.914585
-21.11,10,31.920048
-40.4,36,31.942664
-42.08,32,31.956693
-32.48,27,31.976466
-35.95,29,31.987461
-43.55,37,32.014714
-28.98,19,32.022131
-41.95,32,32.046797
-38.5,19,32.054395
-50.15,42,32.082208
-31.55,26,32.094053
-39.615,36,32.121176
-35.665,30,32.133185
-35.83,26,32.144179
-33.53,23,32.169281
-36.9,24,32.179216
-42.2,29,32.201695
-54.4,43,32.219137
-34.88,29,32.243151
-41.0,26,32.253174
-41.9,34,32.281331
-34.9,29,32.293333
-45.05,36,32.318689
-49.15,36,32.332458
-35.93,28,32.35449
-57.35,49,32.373726
-42.05,37,32.403388
-35.5,28,32.415617
-45.5,37,32.445445
-25.11,17,32.451495
-31.33,19,32.474066
-46.6,32,32.485879
-38.75,31,32.511346
-34.71,26,32.521431
-51.95,41,32.558573
-37.15,27,32.570168
-33.58,25,32.582164
-24.322,14,32.597009
-39.8,33,32.609064
-25.0845,17,32.615593
-29.65,22,32.633705
-43.78,29,32.64369
-43.05,36,32.66992
-30.325,27,32.679912
-31.6,27,32.701954
-42.7,37,32.716518
-30.65,29,32.736287
-27.66,17,32.74329
-50.05,45,32.770555
-36.95,29,32.781133
-41.9,34,32.800157
-56.15,48,32.818564
-45.5,37,32.844954
-48.75,42,32.876869
-39.03,30,32.892122
-39.2,34,32.91177
-42.0,37,32.925616
-26.76,16,32.931541
-42.1,32,32.958269
-37.8,29,32.968852
-20.56,11,32.982225
-28.86,18,32.988237
-44.35,36,33.002262
-42.05,31,33.021478
-23.948,16,33.026474
-27.66,17,33.032473
-33.715,31,33.051511
-33.31,22,33.059729
-36.85,30,33.083468
-41.15,33,33.094861
-44.45,35,33.11498
-29.095,23,33.125462
-42.15,36,33.150529
-27.945,22,33.157531
-38.8,32,33.181873
-34.6,31,33.195918
-43.65,38,33.220203
-41.115,34,33.232507
-46.65,39,33.258007
-41.8,32,33.271704
-39.55,33,33.300731
-36.75,29,33.313053
-35.5,28,33.335322
-42.45,30,33.346404
-38.95,31,33.368929
-46.05,41,33.383981
-46.7,41,33.406023
-41.2,33,33.419391
-52.0,45,33.444534
-39.7,32,33.47014
-39.2,32,33.483163
-32.25,27,33.541418
-49.6,43,33.556064
-39.6,32,33.577692
-43.195,35,33.591254
-37.45,27,33.611404
-25.207,14,33.616975
-25.58,17,33.623874
-33.78,22,33.634489
-45.35,39,33.655099
-46.95,33,33.674676
-36.85,29,33.684515
-44.7,33,33.705149
-27.9285,24,33.713152
-38.83,30,33.724293
-48.75,37,33.746984
-41.7,36,33.768387
-35.7,30,33.778424
-46.1,36,33.799523
-39.65,27,33.80865
-41.25,36,33.828313
-49.6,41,33.843232
-35.0,29,33.861338
-49.95,39,33.874604
-24.748,17,33.886664
-37.73,27,33.89662
-45.5,35,33.920858
-38.2,31,33.932334
-37.45,32,33.956006
-33.065,22,33.966164
-26.91,16,33.97255
-45.4,37,33.998553
-48.4,37,34.01074
-49.45,43,34.036018
-40.05,25,34.045008
-33.0,24,34.062232
-42.8,34,34.075289
-41.65,32,34.097277
-45.9,33,34.112235
-43.45,34,34.14038
-29.66,16,34.147254
-31.13,23,34.15638
-37.25,28,34.173963
-47.9,40,34.188303
-52.75,40,34.211288
-35.9,23,34.21955
-34.545,27,34.236132
-46.3,39,34.251385
-32.05,23,34.268215
-40.25,30,34.279286
-51.95,43,34.302941
-46.0,37,34.325027
-43.05,36,34.339005
-29.68,18,34.346213
-35.93,24,34.36474
-47.0,38,34.378691
-49.9,43,34.406066
-37.23,36,34.430765
-38.1,32,34.442708
-33.93,22,34.450985
-47.35,34,34.472906
-34.3135,29,34.482904
-48.03,39,34.508849
-50.5,37,34.530486
-34.18,27,34.547436
-37.28,30,34.559429
-31.9555,25,34.57652
-35.63,28,34.586032
-27.63,21,34.605627
-36.28,29,34.619203
-55.7,50,34.651093
-44.8,36,34.663744
-33.73,26,34.679644
-36.7,29,34.690631
-37.065,34,34.709667
-39.5,32,34.722591
-34.53,27,34.74062
-27.142,15,34.746615
-44.83,36,34.773266
-39.18,31,34.785266
-34.75,22,34.792263
-60.65,52,34.818901
-52.95,47,34.843964
-41.95,35,34.858004
-44.3,34,34.878051
-44.8,38,34.898089
-42.75,32,34.911655
-43.55,36,34.951851
-36.31,25,34.973593
-46.4,38,35.003633
-39.4,31,35.015161
-48.5,34,35.037609
-44.4,40,35.052999
-35.0,28,35.076374
-30.63,21,35.086027
-50.2,42,35.109048
-38.35,30,35.120182
-48.9,41,35.144944
-47.05,37,35.157875
-38.33,26,35.177026
-44.5,37,35.199037
-56.15,50,35.232374
-42.25,37,35.253623
-40.48,30,35.263618
-43.45,33,35.28447
-42.63,33,35.296517
-36.78,28,35.313911
-42.35,36,35.327582
-38.8,32,35.346308
-34.325,27,35.357856
-40.63,32,35.383414
-38.6,30,35.396587
-37.4,33,35.418461
-37.4635,32,35.430487
-36.38,29,35.455582
-32.58,21,35.464613
-39.7,34,35.476131
-37.1,31,35.497515
-37.08,27,35.506678
-38.7,36,35.531731
-36.7,31,35.542626
-47.815,44,35.571716
-34.93,27,35.590015
-22.727,16,35.595968
-35.8,31,35.609103
-27.11,16,35.625408
-56.1,48,35.644705
-30.815,25,35.66315
-37.48,27,35.671888
-46.5,37,35.695797
-43.25,36,35.709681
-35.2,30,35.728218
-42.25,29,35.739155
-44.45,33,35.763882
-37.45,32,35.775252
-32.015,28,35.791703
-50.7,43,35.808067
-32.818,29,35.833793
-40.1,34,35.846792
-42.75,34,35.864565
-34.7845,29,35.878415
-46.05,36,35.904302
-57.45,46,35.930403
-38.95,31,35.944715
-42.45,36,35.970485
-39.625,34,35.991652
-36.15,25,36.006704
-43.7,38,36.034977
-37.85,31,36.054038
-42.58,34,36.069249
-40.95,35,36.088005
-41.0,26,36.102611
-56.015,52,36.131636
-40.43,31,36.145133
-48.65,41,36.796905
-58.55,53,36.836192
-46.05,41,36.871697
-49.9,40,36.894807
-31.83,21,36.911511
-59.3,40,36.939078
-73.0,59,36.995263
-39.7,32,37.02833
-39.93,32,37.051233
-41.85,34,37.071896
-38.38,29,37.097851
-43.03,38,37.130279
-53.6,45,37.161209
-57.05,48,37.207653
-36.33,23,37.216126
-37.18,29,37.237294
-40.7,31,37.255749
-37.48,28,37.274472
-43.73,34,37.297799
-46.65,32,37.31753
-40.1,31,37.334592
-38.445,30,37.351627
-47.2,35,37.379768
-33.3,16,37.404427
-48.4,40,37.429038
-22.007,11,37.433023
-42.48,31,37.463027
-49.45,38,37.492419
-46.85,38,37.513471
-36.83,28,37.531151
-44.25,39,37.555255
-37.3,30,37.5795
-38.6315,27,37.597735
-55.2,37,37.621759
-42.2,36,37.645848
-50.8,41,37.670576
-51.2,44,37.701597
-52.75,41,37.723706
-52.45,45,37.749534
-39.03,26,37.765862
-55.65,48,37.796183
-44.4,36,37.816147
-40.4,36,37.836576
-59.8,55,37.890864
-46.0,32,37.912899
-39.91,31,37.93101
-41.03,29,37.952764
-56.9,48,37.993954
-52.3,41,38.016232
-52.65,38,38.036277
-62.15,52,38.071674
-49.3,39,38.090684
-48.0,35,38.112763
-57.05,43,38.137553
-49.9,42,38.168712
-34.4,28,38.186107
-50.3,44,38.207216
-48.15,36,38.225833
-51.95,34,38.248828
-60.0,51,38.278433
-45.45,34,38.295871
-21.03,15,38.305905
-52.3,47,38.332334
-50.45,36,38.353103
-44.3,34,38.377192
-63.6,50,38.414211
-62.05,51,38.444221
-52.4,40,38.477868
-53.6,42,38.502209
-50.05,36,38.526705
-52.0,36,38.546819
-62.5,52,38.576966
-49.6,36,38.596964
-33.23,24,38.611992
-53.15,47,38.634636
-28.71,18,38.652397
-34.43,30,38.670639
-39.53,29,38.686841
-38.13,30,38.697843
-35.28,26,38.713119
-49.25,40,38.739296
-55.35,49,38.763126
-72.7,57,38.794639
-52.25,42,38.815316
-40.35,34,38.836898
-53.65,48,38.870487
-42.05,33,38.88945
-48.4,38,38.909844
-56.2,45,38.932099
