#{"t_start": 1764081868.5235157, "env_id": "None"}
r,l,t
-33.25,28,75.723785
-33.8,26,75.733959
-36.55,28,75.750957
-34.35,28,75.760958
-37.45,32,75.783153
-42.6,36,75.795155
-38.65,30,75.814178
-29.98,21,75.821733
-45.65,40,75.848072
-37.0,26,75.85711
-38.9,33,75.88141
-40.35,29,75.89244
-37.8,31,75.909482
-37.0,30,75.920654
-46.45,38,75.942174
-37.33,27,75.952205
-24.128,12,75.956203
-25.0285,20,75.969989
-33.55,26,75.980007
-40.7,35,75.991007
-34.0,29,76.00984
-32.05,27,76.022142
-30.55,24,76.037244
-40.05,32,76.049467
-30.8575,27,76.06759
-41.7,35,76.080584
-34.15,28,76.097184
-43.05,37,76.110299
-37.25,25,76.126426
-32.85,27,76.136435
-42.1,31,76.157769
-30.78,22,76.16618
-40.15,32,76.178245
-40.125,32,76.198187
-31.2,24,76.207299
-34.2,27,76.227454
-23.21,13,76.23245
-33.515,27,76.241445
-43.5,37,76.262288
-43.25,38,76.27504
-38.35,30,76.294301
-30.55,22,76.301484
-31.83,23,76.319288
-31.65,24,76.329268
-23.625,21,76.336257
-30.0,25,76.353361
-30.5,22,76.361357
-30.7,25,76.370097
-34.53,27,76.3874
-38.35,32,76.398451
-37.75,31,76.419284
-35.55,25,76.428335
-38.4,29,76.448761
-33.65,26,76.458863
-29.8,23,76.467505
-32.8,28,76.485533
-28.48,19,76.492531
-29.4,24,76.50807
-37.7,32,76.519769
-31.1,23,76.527816
-28.4,21,76.545922
-34.25,26,76.555324
-36.6,27,76.574228
-31.0,24,76.583044
-25.85,21,76.591379
-38.0,29,76.613098
-30.55,24,76.621914
-34.9,29,76.640721
-27.7,22,76.649676
-33.35,25,76.662433
-32.05,24,76.68221
-30.68,20,76.690208
-32.15,26,76.700807
-31.3,25,76.718085
-33.8,25,76.728084
-32.1,26,76.745086
-37.7,28,76.755118
-38.55,32,76.773685
-31.65,26,76.783639
-41.8,35,76.795552
-37.6,30,76.815403
-33.7,28,76.825445
-30.3,25,76.842589
-35.7,28,76.852641
-30.25,23,76.868235
-29.7,24,76.88087
-34.25,26,76.890866
-31.3,25,76.908902
-25.93,18,76.916085
-40.05,30,76.937232
-38.7,31,76.948232
-31.48,22,76.957287
-31.4,26,76.974898
-34.25,29,76.985906
-31.65,24,77.003846
-29.5,22,77.012862
-30.95,24,77.022424
-27.5,22,77.039601
-33.25,26,77.049679
-33.7,26,77.057719
-31.65,24,77.076089
-33.6,27,77.085127
-30.1,22,77.101249
-29.55,24,77.109244
-37.6,29,77.118997
-28.95,21,77.133883
-30.45,23,77.14242
-29.95,24,77.150681
-28.8,22,77.171299
-30.45,25,77.17937
-31.35,24,77.195508
-27.05,22,77.203925
-33.2,28,77.213547
-31.7,26,77.230522
-28.95,22,77.238521
-34.95,28,77.257627
-29.95,23,77.266563
-30.0,23,77.274526
-30.25,23,77.289516
-31.4,22,77.297469
-32.15,26,77.305623
-31.2,24,77.322003
-37.45,32,77.332997
-30.9,25,77.353016
-28.2,21,77.361082
-29.1,23,77.369755
-32.95,24,77.385791
-33.6,26,77.394862
-29.5,21,77.401973
-28.7,23,77.422276
-31.0,26,77.431272
-29.6,24,77.447277
-32.75,26,77.457522
-31.65,26,77.466264
-30.55,22,77.485209
-30.05,25,77.4942
-29.8,23,77.503025
-32.6,24,77.520489
-31.7,23,77.529487
-35.5,27,77.547335
-29.8,22,77.555452
-35.45,25,77.564445
-30.0,23,77.585682
-29.75,23,77.594202
-29.5,21,77.601348
-31.65,24,77.620064
-27.0,21,77.628067
-34.2,27,77.64488
-32.2,27,77.654992
-33.3,27,77.663994
-30.75,22,77.683368
-33.55,27,77.695361
-30.1,24,77.711468
-29.95,23,77.720226
-29.4,24,77.729299
-27.75,21,77.744793
-28.95,23,77.753911
-34.5,26,77.762911
-31.25,23,77.777843
-35.7,28,77.786906
-31.75,25,77.804028
-32.9,27,77.814643
-27.65,20,77.821394
-30.0,23,77.837438
-35.25,25,77.846386
-38.25,31,77.863732
-33.2,26,77.873735
-29.7,23,77.881732
-25.13,17,77.900874
-29.25,24,77.910021
-30.95,22,77.917576
-31.7,24,77.934729
-29.1,21,77.941848
-33.05,23,77.95089
-28.9,21,77.966987
-32.7,24,77.975973
-28.25,23,77.983435
-31.45,24,77.999167
-31.55,25,78.008278
-28.2,21,78.017692
-28.45,20,78.033933
-30.2,24,78.042933
-28.65,23,78.058148
-26.9,21,78.066838
-30.95,25,78.075648
-30.45,23,78.092687
-33.35,22,78.100717
-27.65,22,78.108718
-28.75,20,78.12456
-26.6,21,78.133225
-32.45,25,78.143311
-26.65,21,78.161406
-26.7,20,78.16819
-29.6,25,78.178195
-31.65,24,78.197347
-30.95,23,78.205473
-30.35,21,78.213481
-30.4,23,78.232516
-27.85,21,78.240402
-33.6,27,78.257709
-30.9,23,78.266058
-27.15,21,78.273062
-29.65,20,78.288388
-26.85,20,78.295691
-27.75,21,78.303265
-28.8,21,78.316809
-32.1,26,78.326803
-32.5,22,78.336807
-30.25,22,78.3536
-34.25,27,78.363705
-31.6,22,78.372185
-29.1,21,78.389189
-33.15,23,78.39821
-28.1,21,78.406225
-29.4,20,78.425438
-28.55,22,78.443438
-29.43,20,78.452473
-30.15,21,78.471091
-29.25,20,78.479093
-26.95,20,78.487117
-28.45,21,78.501756
-29.05,21,78.510755
-28.35,22,78.519057
-28.55,20,78.534056
-35.65,26,78.545064
-29.05,22,78.55309
-29.25,23,78.571764
-27.15,21,78.580617
-28.6,21,78.587623
-30.6,21,78.603647
-28.4,22,78.612759
-29.45,22,78.619344
-28.9,21,78.640299
-29.0,20,78.648294
-29.9,22,78.656417
-27.75,21,78.677622
-32.95,24,78.686625
-28.9,21,78.69505
-31.65,22,78.710338
-29.75,21,78.717846
-28.9,21,78.725969
-31.7,24,78.743372
-25.4,20,78.750502
-29.4,20,78.757501
-29.05,22,78.773244
-32.0,23,78.782379
-26.8,20,78.788507
-30.65,25,78.806551
-29.7,22,78.814553
-26.55,20,78.821318
-30.7,23,78.840483
-30.65,23,78.848345
-32.75,22,78.863383
-25.85,21,78.872376
-30.65,19,78.87829
-31.8,25,78.900117
-27.15,21,78.911206
-26.5,21,78.92042
-30.2,21,78.941613
-31.5,23,78.951063
-25.1,20,78.959965
-25.6,21,78.979205
-28.4,23,78.987261
-29.5,20,78.995234
-30.3,21,79.015027
-32.05,22,79.023068
-29.0,22,79.031809
-28.9,23,79.048982
-31.35,23,79.058016
-26.5,20,79.065021
-29.4,22,79.082413
-33.7,28,79.092426
-27.65,22,79.100471
-28.45,23,79.118513
-26.1,20,79.126394
-25.7,20,79.133407
-30.15,23,79.158561
-25.85,21,79.167119
-25.9,20,79.174246
-27.0,20,79.188483
-27.8,21,79.196484
-29.2,23,79.20557
-26.55,21,79.221341
-28.3,22,79.229378
-26.9,21,79.237384
-24.815,21,79.252887
-27.65,21,79.261886
-28.25,22,79.270435
-28.9,21,79.289048
-28.0,21,79.297042
-26.3,20,79.304069
-29.0,22,79.319805
-28.75,22,79.328117
-30.35,21,79.335855
-28.9,22,79.350413
-32.1,24,79.360428
-28.1,20,79.369575
-29.6,25,79.386181
-30.75,24,79.395186
-29.7,22,79.40223
-33.6,24,79.418503
-32.3,26,79.427365
-26.5,20,79.443159
-27.55,21,79.451206
-30.5,22,79.459211
-28.5,21,79.475739
-26.2,22,79.484732
-28.65,22,79.491765
-27.05,22,79.507759
-28.3,22,79.516328
-29.9,24,79.524325
-29.25,22,79.542208
-35.6,26,79.551235
-24.6,20,79.558256
-25.2,20,79.575393
-26.5,21,79.582388
-32.65,22,79.59041
-29.9,22,79.606422
-29.9,22,79.614423
-28.5,22,79.624925
-29.95,23,79.641562
-29.55,23,79.650588
-28.55,22,79.658587
-28.8,23,79.676832
-30.6,21,79.685828
-28.4,21,79.693826
-31.3,23,79.711893
-28.2,22,79.722362
-26.1,20,79.738048
-26.85,21,79.746763
-28.85,21,79.754433
-26.35,20,79.762434
-29.6,23,79.779159
-32.4,23,79.787156
-26.0,21,79.804208
-27.05,21,79.812212
-30.85,21,79.819777
-26.3,20,79.828261
-25.7,20,79.843256
-25.6,21,79.851292
-27.25,21,79.862669
-26.05,21,79.878654
-26.55,20,79.886656
-30.8,23,79.894636
-25.95,20,79.909987
-27.5,20,79.918587
-30.0,22,79.926584
-30.25,21,79.954607
-29.7,23,79.963608
-26.15,20,79.971901
-29.85,22,79.991217
-25.95,20,79.998228
-27.9,22,80.005792
-31.25,24,80.023586
-28.95,22,80.034652
-27.85,22,80.043667
-27.3,21,80.059137
-30.05,22,80.067766
-28.15,21,80.076528
-31.25,23,80.093676
-28.6,22,80.100735
-29.9,22,80.11672
-27.2,20,80.123911
-29.2,22,80.131911
-27.25,22,80.147913
-27.7,22,80.156954
-27.0,22,80.165501
-27.95,22,80.184823
-27.1,21,80.192819
-26.75,21,80.200868
-31.6,22,80.217401
-26.75,20,80.225229
-27.3,21,80.2337
-27.4,20,80.249729
-27.7,21,80.257726
-27.1,21,80.266368
-27.3,21,80.283794
-27.3,22,80.293803
-28.2,19,80.304832
-25.45,20,80.31183
-30.1,22,80.330226
-28.3,21,80.338229
-27.25,22,80.349421
-27.55,21,80.36535
-26.4,21,80.373398
-31.55,23,80.382392
-34.05,27,80.404737
-26.75,21,80.412731
-29.15,23,80.431605
-28.65,23,80.442769
-25.2,20,80.451244
-29.5,23,80.468794
-26.7,20,80.476806
-27.35,21,80.484801
-27.4,22,80.505708
-26.3,20,80.5163
-29.05,21,80.526278
-26.65,21,80.54236
-26.95,20,80.550369
-28.4,21,80.559377
-29.0,24,80.575128
-27.7,22,80.584833
-28.4,21,80.593827
-29.75,23,80.6149
-29.65,24,80.624939
-27.6,21,80.632928
-25.7,20,80.648925
-29.55,23,80.659955
-28.75,22,80.668522
-32.45,21,80.685524
-27.05,22,80.694525
-29.25,23,80.706583
-26.8,20,80.729711
-29.2,20,80.738108
-27.1,21,80.745795
-26.45,20,80.761843
-24.8,20,80.769625
-28.75,22,80.777618
-33.65,25,80.793615
-25.7,20,80.80174
-26.95,21,80.80874
-27.65,22,80.824409
-28.2,20,80.831894
-26.45,21,80.839847
-26.3,21,80.860887
-26.6,21,80.868478
-29.45,22,80.878125
-27.6,21,80.897391
-26.6,21,80.905443
-28.15,22,80.913421
-25.3,20,80.930144
-28.0,23,80.938145
-27.9,22,80.946671
-25.7,20,80.967367
-27.5,21,80.976481
-29.05,23,80.984404
-27.0,20,81.00052
-30.45,21,81.009079
-26.95,20,81.01665
-26.4,21,81.033478
-27.75,22,81.041473
-28.1,22,81.050514
-28.8,22,81.068676
-28.15,22,81.076675
-27.8,21,81.084764
-25.85,21,81.0999
-25.4,20,81.106879
-26.05,21,81.114502
-27.8,21,81.129388
-25.3,20,81.137406
-26.3,20,81.144481
-31.05,23,81.160539
-27.0,20,81.167498
-31.6,22,81.176919
-25.9,20,81.194165
-26.75,20,81.202194
-28.75,22,81.212194
-29.45,21,81.232898
-25.85,21,81.2429
-26.35,20,81.249994
-27.9,22,81.271804
-26.8,22,81.280771
-25.6,20,81.289762
-26.15,20,81.306046
-32.15,26,81.315694
-28.75,22,81.323819
-28.7,23,81.338904
-27.25,22,81.347893
-30.1,22,81.355923
-25.45,20,81.37349
-24.6,20,81.381408
-25.65,20,81.389451
-25.95,20,81.405925
-27.1,21,81.413924
-27.0,20,81.422663
-26.1,20,81.442655
-28.9,23,81.453843
-28.15,22,81.461841
-27.1,21,81.478508
-26.0,21,81.486438
-25.9,20,81.493755
-26.75,20,81.501752
-28.25,23,81.51871
-29.3,23,81.526703
-31.15,23,81.541698
-24.4,20,81.549703
-26.5,20,81.557734
-27.4,20,81.571394
-25.615,20,81.579796
-28.6,20,81.587924
-32.85,28,81.607763
-29.4,23,81.616494
-24.85,20,81.623501
-27.8,21,81.639495
-25.25,20,81.646497
-24.6,20,81.653607
-29.1,20,81.66831
-25.25,20,81.676368
-28.85,23,81.684369
-29.35,23,81.702412
-25.95,20,81.713104
-28.4,21,81.721003
-27.0,20,81.728485
-24.6,20,81.752057
-26.6,20,81.759058
-25.0,20,81.766215
-25.45,20,81.781825
-25.9,20,81.789832
-28.6,21,81.797753
-27.2,20,81.816826
-26.95,21,81.827929
-30.95,22,81.836924
-25.8,21,81.853056
-24.8,20,81.860055
-25.7,20,81.867913
-26.8,20,81.885244
-28.6,22,81.893173
-24.8,20,81.900342
-25.25,20,81.916925
-27.25,20,81.924698
-25.4,20,81.932118
-27.0,20,81.94766
-28.4,24,81.956767
-25.85,20,81.963764
-26.8,20,81.985435
-25.9,20,81.992559
-28.65,21,81.999559
-26.8,20,82.007071
-25.6,20,82.021832
-25.95,20,82.028826
-28.35,21,82.038404
-32.85,25,82.055819
-26.15,20,82.062816
-26.65,21,82.070294
-26.0,21,82.086524
-28.4,21,82.093522
-26.8,20,82.100463
-27.35,21,82.11513
-26.0,21,82.123461
-25.8,21,82.130401
-26.75,20,82.145524
-29.1,20,82.153417
-31.7,23,82.161908
-31.6,20,82.175965
-26.25,21,82.183636
-25.25,20,82.190571
-25.95,20,82.206033
-24.8,20,82.213029
-28.9,23,82.221386
-29.45,22,82.236997
-25.7,20,82.244581
-25.05,20,82.251702
-26.15,20,82.268749
-27.95,20,82.275665
-26.65,20,82.282664
-29.4,23,82.298845
-26.95,20,82.305895
-27.05,22,82.313885
-27.7,20,82.329016
-26.45,21,82.33711
-28.3,22,82.346105
-29.4,21,82.360791
-27.95,22,82.368896
-25.5,20,82.377013
-34.8,30,82.394448
-26.25,21,82.402559
-28.6,22,82.409575
-26.95,20,82.424846
-27.35,21,82.432029
-28.4,21,82.439893
-26.0,21,82.456879
-26.45,20,82.464061
-27.75,21,82.47312
-28.9,23,82.489214
-28.1,22,82.497383
-26.2,22,82.50433
-27.95,20,82.521376
-31.05,21,82.528373
-27.6,23,82.536461
-26.8,20,82.551393
-32.15,23,82.560452
-28.35,22,82.567698
-30.95,24,82.586594
-24.0,20,82.594458
-27.8,21,82.602483
-32.3,22,82.617251
-25.7,20,82.625332
-28.55,22,82.633331
-26.7,21,82.649953
-28.4,22,82.657082
-25.45,20,82.665077
-24.6,20,82.681783
-27.6,21,82.688843
-26.25,21,82.698229
-26.2,21,82.714745
-28.4,21,82.722948
-31.8,22,82.731952
-26.1,20,82.752931
-24.8,20,82.761935
-29.55,23,82.770137
-26.25,21,82.788137
-34.1,24,82.797136
-24.8,20,82.805601
-30.93,24,82.913755
-41.065,31,82.927814
-53.0,43,82.95483
-44.28,37,82.978696
-37.26,26,82.98769
-38.815,31,83.002734
-34.9105,23,83.021785
-31.63,24,83.032985
-41.55,35,83.060022
-49.35,41,83.076361
-40.88,31,83.094364
-59.15,45,83.121578
-37.3,31,83.132581
-44.05,39,83.156896
-48.4,41,83.171037
-60.45,52,83.200923
-47.45,33,83.219819
-41.83,32,83.231814
-50.75,45,83.259303
-52.0,44,83.284617
-45.25,38,83.300929
-30.31,16,83.30687
-60.45,55,83.337102
-53.6,48,83.364652
-60.6,52,83.390562
-51.15,45,83.416028
-37.3,28,83.426028
-54.9,49,83.454195
-61.0,49,83.472619
-49.75,43,83.49684
-43.7,38,83.517305
-41.05,35,83.529484
-55.55,48,83.555056
-49.7,41,83.579603
-45.38,34,83.59116
-56.65,50,83.617221
-41.63,32,83.638574
-37.5,30,83.648982
-41.53,31,83.660094
-33.93,26,83.682058
-55.2,48,83.712232
-41.38,36,83.72471
-53.05,37,83.749727
-33.66,23,83.758398
-55.93,48,83.782696
-34.345,28,83.792605
-49.35,43,83.817937
-43.5,38,83.839533
-55.4,49,83.855593
-47.25,37,83.876992
-30.6575,28,83.886279
-54.35,46,83.921215
-55.115,46,83.950225
-49.2,40,83.96677
-45.665,40,83.991539
-39.93,30,84.017705
-36.46,27,84.028608
-29.153,24,84.036619
-44.9135,39,84.06064
-50.4,41,84.083237
-39.665,34,84.095214
-37.33,27,84.114964
-43.7,38,84.128944
-51.4,40,84.154094
-29.575,18,84.160088
-37.3785,33,84.180172
-64.95,59,84.201252
-49.7,44,84.229494
-44.23,35,84.253564
-27.195,21,84.261623
-42.95,37,84.286614
-50.5,43,84.30264
-36.48,27,84.320583
-44.15,38,84.334146
-54.25,44,84.358037
-42.35,34,84.370551
-50.75,42,84.393556
-43.5,38,84.416943
-43.5,33,84.434937
-47.7,42,84.482365
-53.9,48,84.520446
-36.3,27,84.531446
-35.325,32,84.55371
-26.5905,19,84.562305
-42.5,37,84.575636
-28.53,24,84.593627
-41.43,36,84.606666
-30.26,20,84.623118
-53.4,43,84.644111
-54.1,46,84.675441
-51.15,39,84.701572
-68.1,57,84.731149
-28.93,21,84.739268
-40.7,35,84.752186
-27.86,17,84.771969
-35.5635,30,84.78323
-40.28,31,84.801383
-45.15,37,84.815643
-43.58,35,84.835717
-45.5,38,84.849649
-41.83,33,84.870696
-37.0,29,84.880703
-28.145,16,84.899456
-55.5,50,84.917215
-46.65,39,84.944123
-48.15,42,84.966237
-48.33,40,84.979214
-33.11,21,84.994518
-45.95,40,85.008832
-50.3,40,85.032525
-53.8,47,85.056367
-37.45,27,85.066262
-55.6,47,85.09088
-50.45,45,85.106841
-52.95,47,85.132631
-49.4,34,85.152746
-34.03,26,85.161747
-52.25,47,85.185331
-50.45,45,85.207834
-31.36,20,85.216263
-45.68,36,85.228348
-30.93,23,85.246401
-42.83,35,85.257964
-43.13,33,85.279353
-43.55,35,85.291174
-54.25,43,85.316799
-42.1,36,85.33955
-55.815,50,85.355717
-45.45,39,85.378461
-40.93,37,85.399446
-50.2,43,85.415132
-30.66,23,85.434008
-58.2,51,85.45244
-43.73,36,85.473878
-25.1695,17,85.479004
-56.0,49,85.505427
-27.328,15,85.510545
-47.35,41,85.530691
-40.6,34,85.543828
-33.85,25,85.55981
-46.85,32,85.570526
-50.8,36,85.593766
-41.28,31,85.604344
-48.65,41,85.626059
-50.35,43,85.650028
-49.03,39,85.663827
-44.55,23,85.680999
-36.8,32,85.692998
-40.03,30,85.711619
-52.45,40,85.726217
-55.9,46,85.752247
-39.95,33,85.778871
-31.575,27,85.788908
-47.85,38,85.813937
-25.9735,14,85.822505
-58.25,49,85.849857
-36.23,28,85.871528
-43.7,38,85.906926
-28.845,22,85.915457
-45.7,40,85.936524
-41.3,32,85.948529
-44.7,40,85.970124
-49.65,40,85.983871
-47.25,32,86.002901
-40.85,32,86.014769
-55.15,42,86.041889
-37.03,28,86.051906
-43.05,36,86.078476
-34.43,25,86.091344
-50.1,44,86.113341
-32.8405,25,86.124031
-37.33,29,86.149064
-50.6,44,86.173697
-45.15,37,86.198931
-48.95,43,86.230133
-40.28,31,86.242272
-38.7,33,86.263306
-35.151,27,86.273401
-43.5,38,86.297942
-39.665,37,86.311031
-56.95,50,86.337146
-33.545,27,86.354213
-27.81,24,86.363224
-33.48,22,86.371032
-46.75,39,86.391346
-59.55,52,86.419965
-46.6,36,86.435983
-32.31,20,86.454001
-52.55,46,86.470558
-43.25,38,86.494257
-37.465,31,86.518212
-39.68,29,86.546073
-37.05,25,86.55512
-29.16,18,86.567677
-31.93,24,86.581692
-51.13,40,86.6333
-46.08,36,86.665903
-52.15,46,86.712968
-51.35,38,86.729539
-38.85,30,86.750996
-37.9,30,86.762005
-24.248,15,86.777456
-39.36,27,86.787453
-46.35,40,86.809546
-47.25,37,86.823485
-42.8,29,86.84495
-42.83,37,86.859987
-40.95,33,86.88119
-50.55,44,86.89986
-54.15,46,86.925651
-50.65,42,86.949441
-44.95,34,86.966567
-40.3,31,86.990768
-34.9,29,87.001821
-35.33,27,87.022008
-55.85,50,87.040002
-33.91,23,87.055594
-55.95,46,87.079696
-33.28,27,87.089705
-47.95,39,87.119294
-27.51,19,87.127289
-33.88,22,87.135303
-37.195,31,87.155327
-40.2,20,87.162325
-46.25,41,87.184187
-49.05,41,87.199585
-49.35,43,87.23187
-36.15,30,87.250897
-37.58,27,87.273907
-49.15,39,87.295777
-41.9,34,87.321596
-39.93,30,87.332598
-40.1,27,87.35364
-39.6,35,87.368211
-53.9,48,87.399422
-48.5,43,87.423387
-40.15,32,87.436386
-54.35,44,87.470143
-42.35,34,87.489382
-50.9,45,87.506222
-40.2,33,87.525261
-40.83,32,87.53609
-32.665,26,87.553425
-53.7,44,87.57498
-41.9,34,87.604512
-46.25,41,87.636837
-37.35,31,87.652901
-49.55,43,87.686917
-42.5,35,87.699919
-40.1,34,87.721175
-42.55,31,87.732173
-35.615,30,87.75632
-27.58,19,87.764308
-45.8,37,87.785901
-44.2,35,87.798898
-26.11,16,87.804922
-41.15,33,87.8274
-19.8465,10,87.830403
-47.45,38,87.850431
-36.25,32,87.863437
-49.8,43,87.88888
-39.9,32,87.899944
-49.45,41,87.923034
-34.715,31,87.935353
-39.5,32,87.961181
-39.5,33,87.971741
-39.25,28,87.993453
-38.75,32,88.006591
-42.9,33,88.028072
-34.4,24,88.037086
-36.95,23,88.057166
-46.25,31,88.068985
-40.8,36,88.094639
-37.825,30,88.104693
-30.86,20,88.121408
-42.25,37,88.135423
-34.05,28,88.157012
-45.35,38,88.17193
-29.28,19,88.178935
-48.4,41,88.208972
-43.15,35,88.293765
-45.85,37,88.329268
-32.43,23,88.345266
-34.715,27,88.356293
-36.8,28,88.366848
-45.1,30,88.383942
-36.95,29,88.394941
-34.93,27,88.412972
-38.58,30,88.424498
-43.95,38,88.448522
-43.35,37,88.460618
-35.15,27,88.479116
-40.4,32,88.493278
-34.53,25,88.511306
-30.48,21,88.519842
-28.93,22,88.528785
-32.73,25,88.547294
-32.5,22,88.558492
-39.25,34,88.582466
-31.55,26,88.596747
-34.3,27,88.607779
-22.095,17,88.631454
-44.05,34,88.643446
-38.05,33,88.665322
-37.7,30,88.676366
-32.48,22,88.694941
-40.7,35,88.709476
-29.95,24,88.726703
-41.9,36,88.740748
-40.45,29,88.759245
-28.4,24,88.768918
-31.43,22,88.778016
-33.78,19,88.793783
-33.4,27,88.804808
-34.7,28,88.823115
-32.05,27,88.841337
-28.55,22,88.849375
-30.1,24,88.866011
-36.45,31,88.878007
-37.6,28,88.888561
-26.7,21,88.905646
-33.365,26,88.915169
-29.3135,24,88.931785
-39.8,31,88.942778
-27.7,22,88.953824
-40.8,31,88.981867
-32.8,23,88.991453
-42.1,34,89.0115
-33.6,26,89.021681
-35.0,28,89.043002
-33.5,25,89.053028
-36.45,27,89.068193
-32.35,26,89.08665
-37.75,29,89.097646
-25.43,17,89.111555
-30.95,22,89.122118
-34.25,25,89.132115
-40.55,32,89.156208
-28.8,22,89.164735
-34.1,29,89.183587
-34.5,25,89.194583
-37.8,31,89.214631
-29.9,24,89.236691
-31.6,23,89.249984
-32.83,24,89.271013
-29.1,22,89.278585
-31.45,26,89.288578
-32.85,25,89.305979
-36.9,29,89.31652
-28.3,23,89.332298
-38.35,32,89.345304
-33.2,24,89.35925
-30.0,23,89.380155
-29.45,24,89.391147
-30.7,25,89.407186
-30.4,26,89.417758
-30.35,24,89.425767
-27.7635,22,89.441581
-29.45,24,89.450594
-31.7,26,89.459679
-31.05,23,89.482357
-29.45,22,89.492362
-32.38,25,89.51059
-29.7,22,89.518935
-27.6,23,89.52793
-33.35,27,89.547028
-34.5,28,89.561195
-29.3,21,89.573445
-28.8,24,89.592777
-32.65,26,89.605895
-35.65,30,89.624369
-33.95,26,89.633363
-32.9,25,89.641369
-29.05,24,89.659419
-28.55,22,89.667161
-30.9,23,89.687112
-36.65,31,89.698021
-32.9,27,89.707215
-29.1,24,89.72649
-32.15,24,89.735067
-30.7,25,89.761101
-27.95,22,89.771686
-29.38,21,89.779565
-32.5,25,89.799614
-33.9,26,89.812648
-27.58,19,89.819292
-31.4,24,89.837093
-28.05,23,89.84609
-31.55,25,89.855117
-28.675,24,89.872341
-33.5,27,89.881345
-30.95,24,89.898363
-37.6,31,89.909232
-29.4,22,89.918465
-29.1,23,89.937426
-31.1,23,89.946426
-37.55,31,89.970745
-28.95,23,89.979614
-35.15,27,89.988622
-29.15,23,90.005458
-31.55,25,90.016065
-29.1,21,90.031454
-29.865,24,90.041452
-37.8,31,90.054489
-25.58,17,90.075076
-27.1,21,90.085085
-29.75,23,90.094185
-29.8,23,90.112917
-30.9,25,90.122599
-28.0,21,90.130608
-28.45,21,90.146528
-26.815,21,90.153557
-30.6,23,90.162571
-31.1,25,90.185143
-35.95,29,90.195143
-31.1,23,90.212271
-31.85,24,90.220934
-32.85,26,90.230039
-30.8,25,90.249092
-34.25,29,90.260127
-24.415,21,90.275861
-27.3,21,90.283899
-27.25,20,90.291897
-31.0,24,90.312927
-29.3,23,90.3235
-28.4,23,90.331502
-26.9,21,90.349282
-33.25,26,90.358308
-30.45,23,90.36797
-27.1,21,90.385969
-31.18,22,90.398969
-31.8,24,90.407995
-28.5,21,90.428013
-33.25,26,90.437767
-29.1,23,90.455403
-30.15,22,90.464925
-30.6,26,90.473767
-27.85,20,90.488872
-28.0,21,90.499805
-30.1,22,90.517427
-28.715,22,90.551266
-34.55,28,90.567501
-27.5,22,90.576446
-28.1,22,90.602425
-25.93,18,90.609425
-27.9,22,90.617056
-25.225,20,90.632182
-29.8,22,90.641181
-29.35,23,90.650182
-29.65,22,90.669018
-27.15,21,90.678008
-34.75,23,90.686004
-29.8,23,90.703562
-30.2,21,90.715172
-30.6,24,90.733466
-26.35,20,90.742467
-31.3,23,90.750495
-25.93,20,90.758493
-32.25,25,90.777486
-29.75,23,90.787488
-31.25,24,90.808516
-33.05,26,90.819383
-26.9,21,90.830291
-25.8,21,90.847543
-29.75,23,90.858514
-29.55,21,90.866274
-28.0,21,90.885819
-33.1,25,90.894834
-29.1,21,90.902762
-28.63,19,90.91836
-27.5,22,90.928339
-31.1,23,90.937345
-27.7,22,90.953565
-30.95,23,90.96356
-30.25,23,90.973238
-26.55,20,90.990535
-28.6,24,91.002444
-27.1,21,91.012436
-29.55,21,91.032778
-29.15,23,91.042796
-31.75,25,91.063044
-28.4,22,91.073765
-28.5,22,91.082769
-27.0,20,91.09685
-28.0,21,91.105492
-28.65,21,91.112484
-27.85,21,91.130152
-27.5,22,91.141425
-25.75,20,91.150614
-28.75,20,91.168317
-28.7,23,91.179245
-29.7,24,91.190227
-27.8,20,91.210226
-26.415,21,91.218516
-29.9,24,91.227613
-27.0,20,91.242604
-30.05,22,91.250729
-30.6,23,91.259637
-32.1,21,91.276511
-28.2,21,91.285575
-28.7,21,91.29364
-29.95,21,91.311194
-29.0,20,91.319222
-27.0,20,91.326073
-29.0,20,91.340458
-30.7,22,91.349533
-30.3,20,91.356653
-31.0,21,91.376438
-28.35,20,91.387403
-27.25,21,91.396311
-28.8,22,91.411448
-27.015,18,91.419021
-27.65,22,91.428528
-28.4,21,91.436654
-27.35,21,91.455765
-28.75,20,91.462765
-27.0,20,91.470529
-27.8,21,91.487814
-28.9,21,91.507961
-24.6,20,91.528754
-27.55,21,91.552502
-28.7,20,91.560573
-27.3,21,91.569532
-26.3,21,91.585523
-26.45,21,91.593524
-28.15,22,91.601729
-26.4,20,91.616479
-27.9,22,91.625473
-31.25,24,91.642283
-28.65,23,91.668845
-27.35,21,91.677533
-32.1,22,91.685664
-29.05,22,91.702611
-28.0,21,91.712387
-30.35,22,91.719998
-31.65,24,91.737817
-28.45,21,91.747818
-31.0,26,91.766844
-26.2,21,91.774846
-29.5,23,91.78585
-29.35,23,91.816493
-27.15,21,91.830487
-26.45,21,91.844409
-29.45,22,91.888113
-29.3,21,91.896111
-25.2,21,91.90618
-29.65,22,91.93017
-28.1,22,91.940187
-25.9,20,91.948164
-27.45,22,91.964997
-26.9,21,91.973061
-29.0,22,91.981956
-28.35,22,91.998362
-28.9,23,92.008463
-26.9,21,92.016212
-26.75,20,92.03459
-30.35,22,92.04759
-31.65,23,92.059626
-26.0,21,92.080492
